t(sec),motion_index,freeze,cohort_id,day
181.26,13.43,1.0,ptsd3_6,seflb
181.52,16.8,0.0,ptsd3_6,seflb
181.79,18.7,0.0,ptsd3_6,seflb
182.06,14.09,0.0,ptsd3_6,seflb
182.32,15.49,0.0,ptsd3_6,seflb
182.59,12.94,1.0,ptsd3_6,seflb
182.86,16.96,0.0,ptsd3_6,seflb
183.12,29.93,0.0,ptsd3_6,seflb
183.39,15.8,0.0,ptsd3_6,seflb
183.66,95.44,0.0,ptsd3_6,seflb
183.93,73.92,0.0,ptsd3_6,seflb
184.19,114.17,0.0,ptsd3_6,seflb
184.46,64.78,0.0,ptsd3_6,seflb
184.73,46.02,0.0,ptsd3_6,seflb
184.99,53.72,0.0,ptsd3_6,seflb
185.26,59.87,0.0,ptsd3_6,seflb
185.53,37.99,0.0,ptsd3_6,seflb
185.79,51.59,0.0,ptsd3_6,seflb
186.06,87.97,0.0,ptsd3_6,seflb
186.33,44.62,0.0,ptsd3_6,seflb
186.59,72.69,0.0,ptsd3_6,seflb
186.86,49.79,0.0,ptsd3_6,seflb
187.13,48.11,0.0,ptsd3_6,seflb
187.4,113.74,0.0,ptsd3_6,seflb
187.66,39.09,0.0,ptsd3_6,seflb
187.93,36.97,0.0,ptsd3_6,seflb
188.2,41.67,0.0,ptsd3_6,seflb
188.46,74.96,0.0,ptsd3_6,seflb
188.73,51.91,0.0,ptsd3_6,seflb
189.0,57.34,0.0,ptsd3_6,seflb
189.26,130.01,0.0,ptsd3_6,seflb
189.53,69.45,0.0,ptsd3_6,seflb
189.8,75.12,0.0,ptsd3_6,seflb
190.07,64.01,0.0,ptsd3_6,seflb
190.33,52.84,0.0,ptsd3_6,seflb
190.6,46.3,0.0,ptsd3_6,seflb
190.87,54.29,0.0,ptsd3_6,seflb
191.13,67.66,0.0,ptsd3_6,seflb
191.4,68.34,0.0,ptsd3_6,seflb
191.67,87.85,0.0,ptsd3_6,seflb
191.93,103.54,0.0,ptsd3_6,seflb
192.2,60.57,0.0,ptsd3_6,seflb
192.47,51.98,0.0,ptsd3_6,seflb
192.74,42.55,0.0,ptsd3_6,seflb
193.0,65.14,0.0,ptsd3_6,seflb
193.27,72.97,0.0,ptsd3_6,seflb
193.54,54.9,0.0,ptsd3_6,seflb
193.8,139.16,0.0,ptsd3_6,seflb
194.07,60.96,0.0,ptsd3_6,seflb
194.34,42.36,0.0,ptsd3_6,seflb
194.6,63.13,0.0,ptsd3_6,seflb
194.87,55.36,0.0,ptsd3_6,seflb
195.14,55.79,0.0,ptsd3_6,seflb
195.41,51.94,0.0,ptsd3_6,seflb
195.67,37.06,0.0,ptsd3_6,seflb
195.94,42.66,0.0,ptsd3_6,seflb
196.21,35.47,0.0,ptsd3_6,seflb
196.47,48.78,0.0,ptsd3_6,seflb
196.74,54.75,0.0,ptsd3_6,seflb
197.01,72.11,0.0,ptsd3_6,seflb
197.27,122.83,0.0,ptsd3_6,seflb
197.54,58.78,0.0,ptsd3_6,seflb
197.81,88.26,0.0,ptsd3_6,seflb
198.07,104.48,0.0,ptsd3_6,seflb
198.34,62.81,0.0,ptsd3_6,seflb
198.61,91.26,0.0,ptsd3_6,seflb
198.87,8.36,1.0,ptsd3_6,seflb
199.14,33.95,0.0,ptsd3_6,seflb
199.41,41.0,0.0,ptsd3_6,seflb
199.68,45.19,0.0,ptsd3_6,seflb
199.94,36.76,0.0,ptsd3_6,seflb
200.21,52.65,0.0,ptsd3_6,seflb
200.48,81.86,0.0,ptsd3_6,seflb
200.74,58.96,0.0,ptsd3_6,seflb
201.01,58.34,0.0,ptsd3_6,seflb
201.28,48.14,0.0,ptsd3_6,seflb
201.54,42.72,0.0,ptsd3_6,seflb
201.81,72.55,0.0,ptsd3_6,seflb
202.08,41.11,0.0,ptsd3_6,seflb
202.34,85.99,0.0,ptsd3_6,seflb
202.61,58.7,0.0,ptsd3_6,seflb
202.88,79.54,0.0,ptsd3_6,seflb
203.15,151.87,0.0,ptsd3_6,seflb
203.41,160.17,0.0,ptsd3_6,seflb
203.68,144.6,0.0,ptsd3_6,seflb
203.95,76.55,0.0,ptsd3_6,seflb
204.21,64.19,0.0,ptsd3_6,seflb
204.48,113.8,0.0,ptsd3_6,seflb
204.75,119.72,0.0,ptsd3_6,seflb
205.01,122.15,0.0,ptsd3_6,seflb
205.28,66.26,0.0,ptsd3_6,seflb
205.55,50.97,0.0,ptsd3_6,seflb
205.82,62.33,0.0,ptsd3_6,seflb
206.08,41.9,0.0,ptsd3_6,seflb
206.35,41.57,0.0,ptsd3_6,seflb
206.62,87.35,0.0,ptsd3_6,seflb
206.88,86.54,0.0,ptsd3_6,seflb
207.15,126.98,0.0,ptsd3_6,seflb
207.42,84.85,0.0,ptsd3_6,seflb
207.68,97.61,0.0,ptsd3_6,seflb
207.95,87.19,0.0,ptsd3_6,seflb
208.22,50.36,0.0,ptsd3_6,seflb
208.48,79.05,0.0,ptsd3_6,seflb
208.75,97.34,0.0,ptsd3_6,seflb
209.02,125.22,0.0,ptsd3_6,seflb
209.29,108.39,0.0,ptsd3_6,seflb
209.55,116.46,0.0,ptsd3_6,seflb
209.82,148.47,0.0,ptsd3_6,seflb
210.09,31.26,0.0,ptsd3_6,seflb
210.35,48.59,0.0,ptsd3_6,seflb
210.62,10.52,1.0,ptsd3_6,seflb
210.89,91.44,0.0,ptsd3_6,seflb
211.15,63.35,0.0,ptsd3_6,seflb
211.42,78.73,0.0,ptsd3_6,seflb
211.69,81.11,0.0,ptsd3_6,seflb
211.96,64.94,0.0,ptsd3_6,seflb
0.57,3.47,1.0,ptsd3_2,recall1
0.8,3.98,1.0,ptsd3_2,recall1
1.07,4.35,1.0,ptsd3_2,recall1
1.34,120.67,0.0,ptsd3_2,recall1
1.6,92.2,0.0,ptsd3_2,recall1
1.87,50.92,0.0,ptsd3_2,recall1
2.14,29.06,0.0,ptsd3_2,recall1
2.4,82.14,0.0,ptsd3_2,recall1
2.67,33.76,0.0,ptsd3_2,recall1
2.94,32.9,0.0,ptsd3_2,recall1
3.2,57.89,0.0,ptsd3_2,recall1
3.47,96.3,0.0,ptsd3_2,recall1
3.74,52.14,0.0,ptsd3_2,recall1
4.01,114.33,0.0,ptsd3_2,recall1
4.27,164.35,0.0,ptsd3_2,recall1
4.54,94.46,0.0,ptsd3_2,recall1
4.81,98.89,0.0,ptsd3_2,recall1
5.07,96.28,0.0,ptsd3_2,recall1
5.34,77.51,0.0,ptsd3_2,recall1
5.61,78.24,0.0,ptsd3_2,recall1
5.87,76.88,0.0,ptsd3_2,recall1
6.14,58.97,0.0,ptsd3_2,recall1
6.41,55.43,0.0,ptsd3_2,recall1
6.68,83.5,0.0,ptsd3_2,recall1
6.94,127.21,0.0,ptsd3_2,recall1
7.21,130.66,0.0,ptsd3_2,recall1
7.48,166.68,0.0,ptsd3_2,recall1
7.74,158.68,0.0,ptsd3_2,recall1
8.01,58.63,0.0,ptsd3_2,recall1
8.28,4.73,1.0,ptsd3_2,recall1
8.54,5.01,1.0,ptsd3_2,recall1
8.81,7.83,1.0,ptsd3_2,recall1
9.08,73.65,0.0,ptsd3_2,recall1
9.35,62.02,0.0,ptsd3_2,recall1
9.61,85.97,0.0,ptsd3_2,recall1
9.88,45.48,0.0,ptsd3_2,recall1
10.15,34.36,0.0,ptsd3_2,recall1
10.41,50.86,0.0,ptsd3_2,recall1
10.68,84.0,0.0,ptsd3_2,recall1
10.95,50.26,0.0,ptsd3_2,recall1
11.21,44.87,0.0,ptsd3_2,recall1
11.48,44.48,0.0,ptsd3_2,recall1
11.75,137.58,0.0,ptsd3_2,recall1
12.02,242.39,0.0,ptsd3_2,recall1
12.28,113.29,0.0,ptsd3_2,recall1
12.55,65.71,0.0,ptsd3_2,recall1
12.82,87.87,0.0,ptsd3_2,recall1
13.08,63.79,0.0,ptsd3_2,recall1
13.35,59.44,0.0,ptsd3_2,recall1
13.62,48.98,0.0,ptsd3_2,recall1
13.88,36.54,0.0,ptsd3_2,recall1
14.15,75.37,0.0,ptsd3_2,recall1
14.42,85.8,0.0,ptsd3_2,recall1
14.68,54.54,0.0,ptsd3_2,recall1
14.95,55.39,0.0,ptsd3_2,recall1
15.22,76.72,0.0,ptsd3_2,recall1
15.48,179.03,0.0,ptsd3_2,recall1
15.75,132.39,0.0,ptsd3_2,recall1
16.02,85.47,0.0,ptsd3_2,recall1
16.28,46.97,0.0,ptsd3_2,recall1
16.55,36.4,0.0,ptsd3_2,recall1
16.82,41.03,0.0,ptsd3_2,recall1
17.08,57.64,0.0,ptsd3_2,recall1
17.35,78.3,0.0,ptsd3_2,recall1
17.62,258.61,0.0,ptsd3_2,recall1
17.89,177.39,0.0,ptsd3_2,recall1
18.15,208.03,0.0,ptsd3_2,recall1
18.42,118.96,0.0,ptsd3_2,recall1
18.69,70.49,0.0,ptsd3_2,recall1
18.95,163.32,0.0,ptsd3_2,recall1
19.22,115.17,0.0,ptsd3_2,recall1
19.49,181.85,0.0,ptsd3_2,recall1
19.76,81.4,0.0,ptsd3_2,recall1
20.02,162.35,0.0,ptsd3_2,recall1
20.29,156.2,0.0,ptsd3_2,recall1
20.56,114.85,0.0,ptsd3_2,recall1
20.82,153.09,0.0,ptsd3_2,recall1
21.09,24.99,1.0,ptsd3_2,recall1
21.36,6.67,1.0,ptsd3_2,recall1
21.62,6.21,1.0,ptsd3_2,recall1
21.89,119.42,0.0,ptsd3_2,recall1
22.16,109.64,0.0,ptsd3_2,recall1
22.42,118.25,0.0,ptsd3_2,recall1
22.69,105.48,0.0,ptsd3_2,recall1
22.96,79.64,0.0,ptsd3_2,recall1
23.23,37.05,0.0,ptsd3_2,recall1
23.49,3.32,1.0,ptsd3_2,recall1
23.76,3.17,1.0,ptsd3_2,recall1
24.03,50.27,0.0,ptsd3_2,recall1
24.29,82.45,0.0,ptsd3_2,recall1
24.56,120.08,0.0,ptsd3_2,recall1
24.83,93.14,0.0,ptsd3_2,recall1
25.09,90.99,0.0,ptsd3_2,recall1
25.36,113.37,0.0,ptsd3_2,recall1
25.63,104.72,0.0,ptsd3_2,recall1
25.9,285.3,0.0,ptsd3_2,recall1
26.16,13.0,1.0,ptsd3_2,recall1
26.43,35.19,0.0,ptsd3_2,recall1
26.7,5.28,1.0,ptsd3_2,recall1
26.96,122.3,0.0,ptsd3_2,recall1
27.23,89.82,0.0,ptsd3_2,recall1
27.5,198.68,0.0,ptsd3_2,recall1
27.76,173.31,0.0,ptsd3_2,recall1
28.03,68.12,0.0,ptsd3_2,recall1
28.3,78.59,0.0,ptsd3_2,recall1
28.56,130.0,0.0,ptsd3_2,recall1
28.83,137.52,0.0,ptsd3_2,recall1
29.1,174.7,0.0,ptsd3_2,recall1
29.36,61.9,0.0,ptsd3_2,recall1
29.63,75.67,0.0,ptsd3_2,recall1
29.9,3.69,1.0,ptsd3_2,recall1
30.17,3.63,1.0,ptsd3_2,recall1
30.43,100.94,0.0,ptsd3_2,recall1
30.7,101.15,0.0,ptsd3_2,recall1
30.97,100.25,0.0,ptsd3_2,recall1
31.23,117.22,0.0,ptsd3_2,recall1
31.5,256.74,0.0,ptsd3_2,recall1
31.77,76.82,0.0,ptsd3_2,recall1
32.03,62.0,0.0,ptsd3_2,recall1
32.3,3.38,1.0,ptsd3_2,recall1
32.57,4.17,1.0,ptsd3_2,recall1
32.84,173.78,0.0,ptsd3_2,recall1
33.1,120.98,0.0,ptsd3_2,recall1
33.37,154.14,0.0,ptsd3_2,recall1
33.64,40.45,0.0,ptsd3_2,recall1
33.9,187.85,0.0,ptsd3_2,recall1
34.17,112.17,0.0,ptsd3_2,recall1
34.44,91.17,0.0,ptsd3_2,recall1
34.7,84.65,0.0,ptsd3_2,recall1
34.97,104.95,0.0,ptsd3_2,recall1
35.24,96.35,0.0,ptsd3_2,recall1
35.51,129.49,0.0,ptsd3_2,recall1
35.77,37.95,0.0,ptsd3_2,recall1
36.04,5.91,1.0,ptsd3_2,recall1
36.31,3.85,1.0,ptsd3_2,recall1
36.57,5.49,1.0,ptsd3_2,recall1
36.84,143.24,0.0,ptsd3_2,recall1
37.11,127.5,0.0,ptsd3_2,recall1
37.37,129.45,0.0,ptsd3_2,recall1
37.64,173.0,0.0,ptsd3_2,recall1
37.91,165.54,0.0,ptsd3_2,recall1
38.17,69.76,0.0,ptsd3_2,recall1
38.44,8.19,1.0,ptsd3_2,recall1
38.71,6.48,1.0,ptsd3_2,recall1
38.97,147.05,0.0,ptsd3_2,recall1
39.24,135.39,0.0,ptsd3_2,recall1
39.51,192.91,0.0,ptsd3_2,recall1
39.78,83.09,0.0,ptsd3_2,recall1
40.04,13.95,1.0,ptsd3_2,recall1
40.31,3.76,1.0,ptsd3_2,recall1
40.58,3.5,1.0,ptsd3_2,recall1
40.84,53.08,0.0,ptsd3_2,recall1
41.11,5.07,1.0,ptsd3_2,recall1
41.38,8.96,1.0,ptsd3_2,recall1
41.65,149.43,0.0,ptsd3_2,recall1
41.91,147.59,0.0,ptsd3_2,recall1
42.18,169.24,0.0,ptsd3_2,recall1
42.45,104.56,0.0,ptsd3_2,recall1
42.71,54.22,0.0,ptsd3_2,recall1
42.98,86.49,0.0,ptsd3_2,recall1
43.25,56.29,0.0,ptsd3_2,recall1
43.51,43.39,0.0,ptsd3_2,recall1
43.78,30.21,0.0,ptsd3_2,recall1
44.05,71.67,0.0,ptsd3_2,recall1
44.31,119.63,0.0,ptsd3_2,recall1
44.58,58.39,0.0,ptsd3_2,recall1
44.85,113.05,0.0,ptsd3_2,recall1
45.12,85.85,0.0,ptsd3_2,recall1
45.38,90.07,0.0,ptsd3_2,recall1
45.65,75.91,0.0,ptsd3_2,recall1
45.92,74.06,0.0,ptsd3_2,recall1
46.18,73.33,0.0,ptsd3_2,recall1
46.45,100.84,0.0,ptsd3_2,recall1
46.72,139.32,0.0,ptsd3_2,recall1
46.98,105.36,0.0,ptsd3_2,recall1
47.25,73.52,0.0,ptsd3_2,recall1
47.52,60.29,0.0,ptsd3_2,recall1
47.78,119.47,0.0,ptsd3_2,recall1
48.05,128.32,0.0,ptsd3_2,recall1
48.32,64.45,0.0,ptsd3_2,recall1
48.59,36.63,0.0,ptsd3_2,recall1
48.85,47.84,0.0,ptsd3_2,recall1
49.12,43.49,0.0,ptsd3_2,recall1
49.39,56.12,0.0,ptsd3_2,recall1
49.65,75.41,0.0,ptsd3_2,recall1
49.92,61.55,0.0,ptsd3_2,recall1
50.19,62.79,0.0,ptsd3_2,recall1
50.45,63.63,0.0,ptsd3_2,recall1
50.72,63.37,0.0,ptsd3_2,recall1
50.99,97.56,0.0,ptsd3_2,recall1
51.25,110.99,0.0,ptsd3_2,recall1
51.52,15.32,1.0,ptsd3_2,recall1
51.79,13.8,1.0,ptsd3_2,recall1
52.06,5.94,1.0,ptsd3_2,recall1
52.32,6.98,1.0,ptsd3_2,recall1
52.59,77.32,0.0,ptsd3_2,recall1
52.86,64.96,0.0,ptsd3_2,recall1
53.12,108.38,0.0,ptsd3_2,recall1
53.39,69.85,0.0,ptsd3_2,recall1
53.66,78.38,0.0,ptsd3_2,recall1
53.92,35.08,0.0,ptsd3_2,recall1
54.19,41.36,0.0,ptsd3_2,recall1
54.46,72.53,0.0,ptsd3_2,recall1
54.73,108.07,0.0,ptsd3_2,recall1
54.99,205.82,0.0,ptsd3_2,recall1
55.26,194.3,0.0,ptsd3_2,recall1
55.53,177.35,0.0,ptsd3_2,recall1
55.79,144.4,0.0,ptsd3_2,recall1
56.06,103.92,0.0,ptsd3_2,recall1
56.33,136.56,0.0,ptsd3_2,recall1
56.59,122.31,0.0,ptsd3_2,recall1
56.86,5.82,1.0,ptsd3_2,recall1
57.13,8.36,1.0,ptsd3_2,recall1
57.4,10.0,1.0,ptsd3_2,recall1
57.66,222.12,0.0,ptsd3_2,recall1
57.93,74.71,0.0,ptsd3_2,recall1
58.2,65.84,0.0,ptsd3_2,recall1
58.46,69.03,0.0,ptsd3_2,recall1
58.73,134.78,0.0,ptsd3_2,recall1
58.99,111.86,0.0,ptsd3_2,recall1
59.26,67.61,0.0,ptsd3_2,recall1
59.53,201.7,0.0,ptsd3_2,recall1
59.8,81.9,0.0,ptsd3_2,recall1
60.06,175.18,0.0,ptsd3_2,recall1
60.33,57.13,0.0,ptsd3_2,recall1
60.6,226.33,0.0,ptsd3_2,recall1
60.87,173.98,0.0,ptsd3_2,recall1
61.13,260.06,0.0,ptsd3_2,recall1
61.4,107.96,0.0,ptsd3_2,recall1
61.67,189.36,0.0,ptsd3_2,recall1
61.93,152.67,0.0,ptsd3_2,recall1
62.2,110.52,0.0,ptsd3_2,recall1
62.47,95.87,0.0,ptsd3_2,recall1
62.73,91.01,0.0,ptsd3_2,recall1
63.0,133.56,0.0,ptsd3_2,recall1
63.27,31.39,0.0,ptsd3_2,recall1
63.53,12.13,1.0,ptsd3_2,recall1
63.8,4.52,1.0,ptsd3_2,recall1
64.07,158.63,0.0,ptsd3_2,recall1
64.33,173.89,0.0,ptsd3_2,recall1
64.6,186.22,0.0,ptsd3_2,recall1
64.87,63.95,0.0,ptsd3_2,recall1
65.14,4.23,1.0,ptsd3_2,recall1
65.4,8.26,1.0,ptsd3_2,recall1
65.67,4.37,1.0,ptsd3_2,recall1
65.94,6.89,1.0,ptsd3_2,recall1
66.2,14.89,1.0,ptsd3_2,recall1
66.47,143.91,0.0,ptsd3_2,recall1
66.74,79.51,0.0,ptsd3_2,recall1
67.0,71.29,0.0,ptsd3_2,recall1
67.27,100.09,0.0,ptsd3_2,recall1
67.54,120.36,0.0,ptsd3_2,recall1
67.81,18.18,1.0,ptsd3_2,recall1
68.07,32.02,0.0,ptsd3_2,recall1
68.34,47.19,0.0,ptsd3_2,recall1
68.61,128.12,0.0,ptsd3_2,recall1
68.87,173.97,0.0,ptsd3_2,recall1
69.14,162.47,0.0,ptsd3_2,recall1
69.41,179.09,0.0,ptsd3_2,recall1
69.67,18.36,1.0,ptsd3_2,recall1
69.94,217.73,0.0,ptsd3_2,recall1
70.21,42.46,0.0,ptsd3_2,recall1
70.47,154.97,0.0,ptsd3_2,recall1
70.74,216.79,0.0,ptsd3_2,recall1
71.01,116.69,0.0,ptsd3_2,recall1
71.28,89.84,0.0,ptsd3_2,recall1
71.54,18.75,1.0,ptsd3_2,recall1
71.81,69.2,0.0,ptsd3_2,recall1
72.08,24.0,1.0,ptsd3_2,recall1
72.34,175.72,0.0,ptsd3_2,recall1
72.61,190.83,0.0,ptsd3_2,recall1
72.88,148.85,0.0,ptsd3_2,recall1
73.14,142.28,0.0,ptsd3_2,recall1
73.41,168.81,0.0,ptsd3_2,recall1
73.68,164.83,0.0,ptsd3_2,recall1
73.94,131.93,0.0,ptsd3_2,recall1
74.21,120.56,0.0,ptsd3_2,recall1
74.48,155.46,0.0,ptsd3_2,recall1
74.75,141.75,0.0,ptsd3_2,recall1
75.01,164.34,0.0,ptsd3_2,recall1
75.28,78.86,0.0,ptsd3_2,recall1
75.55,71.46,0.0,ptsd3_2,recall1
75.81,100.81,0.0,ptsd3_2,recall1
76.08,105.27,0.0,ptsd3_2,recall1
76.35,140.94,0.0,ptsd3_2,recall1
76.61,111.3,0.0,ptsd3_2,recall1
76.88,112.44,0.0,ptsd3_2,recall1
77.15,26.38,1.0,ptsd3_2,recall1
77.42,24.59,1.0,ptsd3_2,recall1
77.68,109.01,0.0,ptsd3_2,recall1
77.95,101.63,0.0,ptsd3_2,recall1
78.21,127.84,0.0,ptsd3_2,recall1
78.48,103.83,0.0,ptsd3_2,recall1
78.75,65.55,0.0,ptsd3_2,recall1
79.02,95.63,0.0,ptsd3_2,recall1
79.28,136.34,0.0,ptsd3_2,recall1
79.55,58.42,0.0,ptsd3_2,recall1
79.82,99.77,0.0,ptsd3_2,recall1
80.08,92.38,0.0,ptsd3_2,recall1
80.35,55.74,0.0,ptsd3_2,recall1
80.62,76.85,0.0,ptsd3_2,recall1
80.89,78.14,0.0,ptsd3_2,recall1
81.15,118.86,0.0,ptsd3_2,recall1
81.42,115.04,0.0,ptsd3_2,recall1
81.69,109.73,0.0,ptsd3_2,recall1
81.95,4.94,1.0,ptsd3_2,recall1
82.22,5.4,1.0,ptsd3_2,recall1
82.49,4.06,1.0,ptsd3_2,recall1
82.75,186.32,0.0,ptsd3_2,recall1
83.02,81.97,0.0,ptsd3_2,recall1
83.29,53.55,0.0,ptsd3_2,recall1
83.55,54.34,0.0,ptsd3_2,recall1
83.82,127.42,0.0,ptsd3_2,recall1
84.09,228.58,0.0,ptsd3_2,recall1
84.36,129.55,0.0,ptsd3_2,recall1
84.62,153.99,0.0,ptsd3_2,recall1
84.89,108.28,0.0,ptsd3_2,recall1
85.16,55.64,0.0,ptsd3_2,recall1
85.42,4.0,1.0,ptsd3_2,recall1
85.69,14.04,1.0,ptsd3_2,recall1
85.96,6.04,1.0,ptsd3_2,recall1
86.22,116.65,0.0,ptsd3_2,recall1
86.49,138.96,0.0,ptsd3_2,recall1
86.76,177.26,0.0,ptsd3_2,recall1
87.03,88.48,0.0,ptsd3_2,recall1
87.29,4.54,1.0,ptsd3_2,recall1
87.56,5.09,1.0,ptsd3_2,recall1
87.83,10.02,1.0,ptsd3_2,recall1
88.09,119.4,0.0,ptsd3_2,recall1
88.36,121.35,0.0,ptsd3_2,recall1
88.63,144.51,0.0,ptsd3_2,recall1
88.89,104.44,0.0,ptsd3_2,recall1
89.16,130.35,0.0,ptsd3_2,recall1
89.43,162.52,0.0,ptsd3_2,recall1
89.69,201.22,0.0,ptsd3_2,recall1
89.96,159.84,0.0,ptsd3_2,recall1
90.23,12.98,1.0,ptsd3_2,recall1
90.5,3.73,1.0,ptsd3_2,recall1
90.76,15.72,1.0,ptsd3_2,recall1
91.03,165.74,0.0,ptsd3_2,recall1
91.3,144.58,0.0,ptsd3_2,recall1
91.56,224.23,0.0,ptsd3_2,recall1
91.83,84.31,0.0,ptsd3_2,recall1
92.1,21.18,1.0,ptsd3_2,recall1
92.36,3.2,1.0,ptsd3_2,recall1
92.63,7.56,1.0,ptsd3_2,recall1
92.9,11.37,1.0,ptsd3_2,recall1
93.16,8.5,1.0,ptsd3_2,recall1
93.43,4.85,1.0,ptsd3_2,recall1
93.7,6.98,1.0,ptsd3_2,recall1
93.97,5.71,1.0,ptsd3_2,recall1
94.23,3.92,1.0,ptsd3_2,recall1
94.5,9.0,1.0,ptsd3_2,recall1
94.77,3.32,1.0,ptsd3_2,recall1
95.03,5.04,1.0,ptsd3_2,recall1
95.3,3.45,1.0,ptsd3_2,recall1
95.57,9.16,1.0,ptsd3_2,recall1
95.83,5.99,1.0,ptsd3_2,recall1
96.1,151.48,0.0,ptsd3_2,recall1
96.37,86.33,0.0,ptsd3_2,recall1
96.64,68.66,0.0,ptsd3_2,recall1
96.9,37.24,0.0,ptsd3_2,recall1
97.17,42.38,0.0,ptsd3_2,recall1
97.44,80.39,0.0,ptsd3_2,recall1
97.7,44.77,0.0,ptsd3_2,recall1
97.97,27.11,1.0,ptsd3_2,recall1
98.24,44.92,0.0,ptsd3_2,recall1
98.5,62.99,0.0,ptsd3_2,recall1
98.77,58.6,0.0,ptsd3_2,recall1
99.04,54.74,0.0,ptsd3_2,recall1
99.3,90.65,0.0,ptsd3_2,recall1
99.57,38.4,0.0,ptsd3_2,recall1
99.84,64.21,0.0,ptsd3_2,recall1
100.11,75.59,0.0,ptsd3_2,recall1
100.37,108.85,0.0,ptsd3_2,recall1
100.64,103.5,0.0,ptsd3_2,recall1
100.91,126.55,0.0,ptsd3_2,recall1
101.17,97.62,0.0,ptsd3_2,recall1
101.44,76.47,0.0,ptsd3_2,recall1
101.71,109.13,0.0,ptsd3_2,recall1
101.97,92.56,0.0,ptsd3_2,recall1
102.24,20.78,1.0,ptsd3_2,recall1
102.51,4.26,1.0,ptsd3_2,recall1
102.78,112.54,0.0,ptsd3_2,recall1
103.04,72.49,0.0,ptsd3_2,recall1
103.31,111.55,0.0,ptsd3_2,recall1
103.58,78.53,0.0,ptsd3_2,recall1
103.84,51.67,0.0,ptsd3_2,recall1
104.11,122.06,0.0,ptsd3_2,recall1
104.38,84.69,0.0,ptsd3_2,recall1
104.64,63.1,0.0,ptsd3_2,recall1
104.91,46.08,0.0,ptsd3_2,recall1
105.18,85.32,0.0,ptsd3_2,recall1
105.44,40.22,0.0,ptsd3_2,recall1
105.71,41.06,0.0,ptsd3_2,recall1
105.98,68.5,0.0,ptsd3_2,recall1
106.25,78.72,0.0,ptsd3_2,recall1
106.51,78.94,0.0,ptsd3_2,recall1
106.78,59.07,0.0,ptsd3_2,recall1
107.05,38.67,0.0,ptsd3_2,recall1
107.31,52.8,0.0,ptsd3_2,recall1
107.58,73.02,0.0,ptsd3_2,recall1
107.85,42.6,0.0,ptsd3_2,recall1
108.11,40.24,0.0,ptsd3_2,recall1
108.38,50.61,0.0,ptsd3_2,recall1
108.65,34.68,0.0,ptsd3_2,recall1
108.91,49.79,0.0,ptsd3_2,recall1
109.18,65.02,0.0,ptsd3_2,recall1
109.45,93.38,0.0,ptsd3_2,recall1
109.71,78.8,0.0,ptsd3_2,recall1
109.98,66.05,0.0,ptsd3_2,recall1
110.25,71.12,0.0,ptsd3_2,recall1
110.52,107.88,0.0,ptsd3_2,recall1
110.78,115.34,0.0,ptsd3_2,recall1
111.05,140.4,0.0,ptsd3_2,recall1
111.32,104.99,0.0,ptsd3_2,recall1
111.58,116.11,0.0,ptsd3_2,recall1
111.85,147.86,0.0,ptsd3_2,recall1
112.12,69.74,0.0,ptsd3_2,recall1
112.39,18.22,1.0,ptsd3_2,recall1
112.65,5.4,1.0,ptsd3_2,recall1
112.92,4.93,1.0,ptsd3_2,recall1
113.19,4.66,1.0,ptsd3_2,recall1
113.45,142.6,0.0,ptsd3_2,recall1
113.72,113.98,0.0,ptsd3_2,recall1
113.99,107.75,0.0,ptsd3_2,recall1
114.25,125.11,0.0,ptsd3_2,recall1
114.52,121.6,0.0,ptsd3_2,recall1
114.79,132.89,0.0,ptsd3_2,recall1
115.06,112.91,0.0,ptsd3_2,recall1
115.32,7.37,1.0,ptsd3_2,recall1
115.59,4.32,1.0,ptsd3_2,recall1
115.86,161.37,0.0,ptsd3_2,recall1
116.12,189.1,0.0,ptsd3_2,recall1
116.39,215.45,0.0,ptsd3_2,recall1
116.66,96.18,0.0,ptsd3_2,recall1
116.92,78.79,0.0,ptsd3_2,recall1
117.19,50.58,0.0,ptsd3_2,recall1
117.46,52.97,0.0,ptsd3_2,recall1
117.72,48.3,0.0,ptsd3_2,recall1
117.99,38.61,0.0,ptsd3_2,recall1
118.26,53.79,0.0,ptsd3_2,recall1
118.52,68.17,0.0,ptsd3_2,recall1
118.79,131.38,0.0,ptsd3_2,recall1
119.06,98.91,0.0,ptsd3_2,recall1
119.32,35.82,0.0,ptsd3_2,recall1
119.59,55.47,0.0,ptsd3_2,recall1
119.86,48.79,0.0,ptsd3_2,recall1
120.13,66.06,0.0,ptsd3_2,recall1
120.39,71.96,0.0,ptsd3_2,recall1
120.66,92.94,0.0,ptsd3_2,recall1
120.93,119.23,0.0,ptsd3_2,recall1
121.19,112.49,0.0,ptsd3_2,recall1
121.46,87.8,0.0,ptsd3_2,recall1
121.73,19.64,1.0,ptsd3_2,recall1
122.0,4.53,1.0,ptsd3_2,recall1
122.26,77.29,0.0,ptsd3_2,recall1
122.53,119.63,0.0,ptsd3_2,recall1
122.8,171.06,0.0,ptsd3_2,recall1
123.06,7.34,1.0,ptsd3_2,recall1
123.33,8.11,1.0,ptsd3_2,recall1
123.6,87.07,0.0,ptsd3_2,recall1
123.86,107.36,0.0,ptsd3_2,recall1
124.13,122.48,0.0,ptsd3_2,recall1
124.4,79.42,0.0,ptsd3_2,recall1
124.66,7.04,1.0,ptsd3_2,recall1
